id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
77576,deflalet 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77582,deflocant 30mg tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77595,decageribol 25 injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77608,deca 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77613,dafzer 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77617,decovib 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77619,defsiq 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77620,dan 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77640,dura 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77648,defcoza 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77664,deflozox 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77665,dr mpred 8mg tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
77671,dezlac 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77684,decasoz 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77688,defalone 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77703,drona 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77704,decni 50 injection,Nanac 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Nancy 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77705,deepod 50mg dry syrup,Cepotech Dry Syrup,Cfodox 50mg/5ml Dry Syrup,Mepodox 50mg/5ml Dry Syrup,Arodox 50mg Dry Syrup,Brotacef Dry Syrup,Abdominal pain,Rash,Nausea,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Broad Spectrum (Third & fourth generation cephalosporins),No,ANTI INFECTIVES,Cephalosporins: 3 generation
77706,decolon 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77711,deflazacorn 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77725,dfsis 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77727,defalcort tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77729,deficort 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77732,deftrue 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77737,devanzo 30 tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77753,deffy 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77767,defnalone 1mg tablet,Mahacort DZ 1mg Tablet,Prism 1mg Tablet,Defza 1 Tablet,Dezacor 1mg Tablet,Cortisure 1mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77771,deca geribol 50mg injection,Nanac 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Nancy 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77777,difojy 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77781,dephen 30mg tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Fricort 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77785,decarise 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77799,defmor 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77801,decadoz 50mg injection,Biobol 50mg Injection,Zedodec 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77808,decaboost 50 injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77816,dfz 1mg tablet,Mahacort DZ 1mg Tablet,Prism 1mg Tablet,Defza 1 Tablet,Defnalone 1mg Tablet,Dezacor 1mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77817,deflosung 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77829,defton 12mg tablet,Defcicot 12 Tablet,Samliza 12 Tablet,Diascort 12mg Tablet,Welcoat 12mg Tablet,Stencort 12 Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77854,dezed 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77855,dekawin 50mg injection,Decstan 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Honset 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77862,decovib 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77864,defzo suspension,Dezocort 6mg Suspension,Defnalone 6mg Suspension,Defjoy Suspension,Coricort Suspension,Definal 6mg Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77866,dezeride 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77867,decanec 25mg injection,Bolister D 25mg Injection,Andiflex 25mg Injection,Decalone 25mg Injection,Nandorex 25mg Injection,,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77874,drowell 50mg injection,Biobol 50mg Injection,Zedodec 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77875,deftor 30mg tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77884,dezed 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77902,defzo suspension,Dezocort 6mg Suspension,Defnalone 6mg Suspension,Defjoy Suspension,Coricort Suspension,Definal 6mg Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77904,decovib 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77919,deflalet 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77925,deflocant 30mg tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77938,decageribol 25 injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77952,deca 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77957,dafzer 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
77961,decovib 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77963,defsiq 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
